,Unnamed: 0,index,id,gamename,furigana,sellday,brandname,median,stdev,creater,kansouurl,checked,hanbaisuu,average2,median2,count2,comike,shoukai,model,checked2,erogame,galge,elfics,banner_url,admin_checked,max2,min2,gyutto_enc,gyutto_id,dmm,dmm_genre,dmm_genre_2,erogametokuten,total_play_time_median,time_before_understanding_fun_median,dlsite_id,dlsite_domain,the_number_of_uid_which_input_pov,the_number_of_uid_which_input_play,total_pov_enrollment_of_a,total_pov_enrollment_of_b,total_pov_enrollment_of_c,trial_url,trial_h,http_response_code,okazu,axis_of_soft_or_hard,trial_url_update_time,genre,twitter,erogetrailers,tourokubi,digiket,dmm_sample_image_count,dlsite_sample_image_count,gyutto_sample_image_count,digiket_sample_image_count,twitter_search,tgfrontier,gamemeter,twitter_data_widget_id,twitter_data_widget_id_before,twitter_data_widget_id_official,masterup,masterup_tourokubi,steam,dlsite_rental,dmm_subsc,surugaya_1,surugaya_2,surugaya_1_back_image,surugaya_2_back_image,count_all,playrack,vndb,moepedia,笑,つじつまがあっている,感動,鬱,熱血,幼馴染,ツインテール,純愛,無表情
1011,1011,726,8926,贈与の二月 present feburary,ゾウヨノニガツ,2007-02-14,2054,73,7.0,,,t,,73,,12,,http://www.talestune.com/,PC,f,f,,,,,84,60,,,,,,,,,,,1.0,14.0,4.0,0.0,0.0,,,200.0,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,186012275,186024864,f,f,14,19610,,0,0,0,0,0,0,0,0,0,0
1012,1012,987,8928,マナケミア ～学園の錬金術士たち～,マナケミアガクエンノレンキンジュツシタチ,2007-06-21,766,80,10.0,,,t,,81,,16,,http://mana-khemia.jp/,PS2,t,f,,,,,98,60,,,,,,,,,,,2.0,21.0,13.0,2.0,0.0,,,200.0,,,0001-01-01 00:00:00,錬金術RPG,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,144004240,144004241,f,f,26,0,,0,0,0,0,0,0,0,0,0,0
1013,1013,1203,8964,送電塔のミメイ,ソウデントウノミメイ,2007-02-17,1730,76,11.0,,,t,,76,,183,,http://true-re.sakura.ne.jp/mimei1.htm,PC,t,f,,,,,100,21,,,,,,,5.0,1.0,,,50.0,192.0,325.0,67.0,11.0,,,200.0,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,226,23079,v2677,0,0,31,38,0,0,0,0,12,0
1014,1014,997,8971,HOSHIGAMI,ホシガミ,2007-05-24,624,40,,,,t,,40,,1,,https://www.arcsystemworks.jp/hg/index.html,NDS,t,f,,,,,40,40,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,200.0,,,0001-01-01 00:00:00,シミュレーションRPG,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,176000615,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
1015,1015,3074,8972,LUNAR WING ～時を越えた聖戦～,ルナウィングトキヲコエタセイセン,2001-07-12,646,50,,,,t,,50,,1,,http://www.success-corp.co.jp/software/sl/lunar/,PS,f,f,,,,,50,50,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,200.0,,,0001-01-01 00:00:00,シミュレーションRPG,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,140002458,140004259,f,f,2,0,,0,0,0,0,0,0,0,0,0,0
1016,1016,998,8977,聖少女艦隊バージンフリート,セイショウジョカンタイバージンフリート,1999-07-01,621,20,,,,t,,20,,1,,,PS,f,f,,,,,20,20,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,200.0,,,0001-01-01 00:00:00,RPG,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,140002007,0,f,f,3,0,,0,0,0,0,0,0,0,0,0,0
1017,1017,112,8997,はいぱぁセキュリティーズS,ハイパーセキュリティーズエス,1997-01-17,2091,74,1.0,,,t,,74,,2,,,SS,f,f,,,,,75,73,,,,,,,,,,,1.0,3.0,1.0,0.0,1.0,,,,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,141000576,0,f,f,4,0,,0,0,0,0,0,0,0,0,0,0
1018,1018,3075,9009,星の降る刻,ホシノフルトキ,2005-09-22,895,60,,,,t,,60,,1,,,PS2,f,f,,,,,60,60,,,,,,,8.0,,,,1.0,2.0,8.0,8.0,0.0,,,200.0,,,0001-01-01 00:00:00,恋愛アドベンチャー,,11090,,,-1,-1,-1,-1,,0,,,,,,,,f,,144002938,144002939,f,f,3,0,v9911,0,0,0,0,3,0,0,0,2,0
1019,1019,1024,9015,我、純粋ナル醜女,ワレジュンスイナルシュウジョ,2007-02-27,1874,71,12.0,,,t,,69,,12,,http://sou.but.jp/hanemine/ware.html,PC,f,f,,,,,83,45,,,,,,,4.0,,,,5.0,12.0,12.0,11.0,3.0,,,200.0,,,0001-01-01 00:00:00,短編集,,0,,,-1,-1,-1,-1,,0,aed30f8f71,,,,,,,f,,0,0,f,f,13,11402,,0,0,0,2,3,0,0,0,3,0
1020,1020,1025,9019,灼眼のシャナ ～炎髪灼眼の討ち手～,シャクガンノシャナエンハツシャクガンノウチテ,2006-11-01,749,20,,,,t,,20,,1,,,MOBILE,f,f,,,,,20,20,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,200.0,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
1021,1021,1026,9020,デ・ジ・キャラット でじこミュニケーション,デジキャラットデジコミュニケーション,2002-10-25,730,60,28.0,,,t,,52,,3,,https://www.broccoli.co.jp/dejiko/dejicomu/,GBA(GB),f,f,,,,,75,20,,,,,,,,,,,1.0,3.0,2.0,0.0,0.0,,,200.0,,,0001-01-01 00:00:00,経営シミュレーション+コミニュケーションゲーム,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,175000269,0,f,f,3,0,,0,0,0,0,0,0,0,0,0,0
1022,1022,1075,9022,With You ～みつめていたい～,ウィズユーミツメテイタイ,2001-01-25,1109,50,,,,t,,50,,1,,,WS,f,f,,,,,50,50,,,,,,,,,,,1.0,2.0,2.0,0.0,0.0,,,,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,143000120,143000119,f,f,4,0,,0,0,0,0,0,0,0,0,3,0
1023,1023,340,9025,銀河お嬢様伝説ユナ3 -LIGHTNING ANGEL-,ギンガオジョウサマデンセツユナスリーライトニングエンジェル,1997-12-04,761,70,16.0,,,t,,65,,6,,,SS,f,f,,,,,80,40,,,,,,,,,,,0.0,9.0,,,,,,200.0,,,0001-01-01 00:00:00,シミュレーションRPG,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,141000899,0,f,f,10,0,v19074,0,0,0,0,0,0,0,0,0,0
1024,1024,1028,9026,銀河お嬢様伝説ユナ REMIX,ギンガオジョウサマデンセツユナリミックス,1996-12-27,761,67,2.0,,,t,,67,,2,,,SS,f,f,,,,,68,65,,,,,,,,,,,0.0,4.0,0.0,0.0,0.0,,,200.0,,,0001-01-01 00:00:00,アドベンチャー,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,141003166,0,f,f,5,0,v4556,0,0,0,0,0,0,0,0,0,0
1025,1025,114,9030,サイレントメビウス CASE:TITANIC,サイレントメビウスケースタイタニック,1998-10-08,447,60,14.0,,,t,,60,,2,,,PS,f,f,,,,,70,50,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,200.0,,,0001-01-01 00:00:00,アドベンチャー,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,127000064,0,f,f,2,0,v9086,0,0,0,0,0,0,0,0,0,0
1026,1026,3076,9041,引籠世界の探偵事件簿ZERO - Fight for the Past -,ヒキコモリセカイノタンテイジケンボゼロ,2006-12-31,1760,63,8.0,,,t,,64,,7,,http://yakiniku-banzai.com/hikikomori/zero/,PC,f,f,,,,,75,50,,16427.0,,,,,,,RJ042175,maniax,1.0,9.0,2.0,0.0,0.0,,,200.0,,,0001-01-01 00:00:00,,,0,,,-1,3,0,-1,,0,,,,,,,,f,,0,0,f,f,11,14879,,0,0,0,0,0,0,0,0,0,0
1027,1027,3078,9058,神曲奏界ポリフォニカ -Memories White- ファーストエモーション,シンキョクソウカイポリフォニカメモリーズホワイト,2007-06-29,662,75,10.0,,,t,,77,,14,407005.0,http://kur-mar-ter.product.co.jp/amedeo/product/porishiro/index.html,PC,t,f,,,,,100,65,,,,,,,,,,,3.0,16.0,16.0,0.0,0.0,http://kur-mar-ter.product.co.jp/amedeo/product/porishiro/index.html#download,f,200.0,,,2012-04-16 21:43:41.574567,キネティックノベル,,9482,,,-1,-1,-1,-1,,0,,,,,,,,f,,145016271,0,f,f,26,19331,v2195,0,0,0,3,0,0,0,0,0,0
1028,1028,3079,9061,神曲奏界ポリフォニカ・THE BLACK 1 & 2 BOX EDITION,シンキョクソウカイポリフォニカザブラック,2007-08-10,2102,76,6.0,,,t,,76,,16,406725.0,,PC,t,f,,,,,90,68,,,,,,,,,,,2.0,18.0,6.0,5.0,3.0,,,200.0,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,145015865,0,f,f,27,5854,,0,0,0,0,0,0,0,0,0,0
1029,1029,1287,9062,ひぐらしデイブレイク改,ヒグラシデイブレイクカイ,2007-04-22,1774,79,12.0,,,t,,79,,42,,http://www.tasofro.net/higurashi_kai/index.html,PC,t,f,,,,,100,50,,,,,,,30.0,,,,6.0,61.0,23.0,2.0,0.0,,,200.0,,,0001-01-01 00:00:00,フル3D対戦アクションゲーム,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,186010611,0,f,f,75,11658,,0,0,0,0,0,6,0,0,0,0
1030,1030,116,9063,ダウンロードハム通#01,ダウンロードハムツウイチ,2007-04-07,2089,63,9.0,,,t,,62,,12,,http://hamhamsoft.blog.jp/archives/1038074583.html,PC,t,f,,,,,75,50,,,,,,,2.0,,,,1.0,17.0,0.0,2.0,0.0,,,200.0,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,18,11659,,0,0,0,0,0,0,0,0,0,0
1031,1031,117,9065,告白遊戯,コクハクユウギ,2005-12-03,2103,63,13.0,,,t,,63,,6,,http://www.cool-b.jp/special.html,PC,f,f,,,,,80,40,,,,,,,1.0,,,,4.0,7.0,2.0,6.0,7.0,,,200.0,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,7,6584,v15403,0,0,0,0,0,0,0,0,0,0
1032,1032,1041,9078,鉄拳機甲マーズワース第1話,テッケンキコウマーズワーズダイイチワ,2005-01-01,743,70,11.0,,,t,,65,,3,,https://www.famitsu.com/bb/tg/marsworth/,PC,f,f,,,,,72,52,,,,,,,,,,,1.0,4.0,1.0,0.0,0.0,,,,,,0001-01-01 00:00:00,3Dアクション,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,145024744,0,f,f,4,22227,,0,0,0,0,0,0,0,0,0,0
1033,1033,1042,9079,鉄拳機甲マーズワース第2話,テッケンキコウマーズワースダイニワ,2005-01-01,743,61,13.0,,,t,,61,,2,,https://www.famitsu.com/bb/tg/marsworth/,PC,f,f,,,,,70,52,,,,,,,,,,,0.0,3.0,0.0,0.0,0.0,,,,,,0001-01-01 00:00:00,3Dアクション,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,145024744,0,f,f,3,10719,,0,0,0,0,0,0,0,0,0,0
1034,1034,1043,9080,鉄拳機甲マーズワース第3話,テッケンキコウマーズワースダイサンワ,2005-01-01,743,61,12.0,,,t,,61,,2,,https://www.famitsu.com/bb/tg/marsworth/,PC,f,f,,,,,69,52,,,,,,,,,,,0.0,3.0,0.0,0.0,0.0,,,,,,0001-01-01 00:00:00,3Dアクション,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,145024744,0,f,f,3,1792,,0,0,0,0,0,0,0,0,0,0
1035,1035,3400,9081,鉄拳機甲マーズワース第4話,テッケンキコウマーズワースダイヨンワ,2005-10-21,743,61,13.0,,,t,,61,,2,,https://www.famitsu.com/bb/tg/marsworth/,PC,f,f,,,,,70,52,,,,,,,,,,,0.0,3.0,0.0,0.0,0.0,,,,,,0001-01-01 00:00:00,3Dアクション,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,145024744,0,f,f,3,22065,,0,0,0,0,0,0,0,0,0,0
1036,1036,343,9088,空色の季節,ソライロノキセツ,2005-10-06,2104,30,,,,t,,30,,1,,http://www.imagecircus.co.jp/renai/main_story_gal.htm,MOBILE,f,f,,,,,30,30,,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,,,200.0,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,2,0,,0,0,0,0,0,0,0,0,0,0
1037,1037,1065,9155,サユリの誤,サユリノゴ,2001-08-10,2116,45,17.0,,,t,,46,,7,,,PC,f,f,,,,,70,20,,,,,,,,,,,0.0,8.0,0.0,0.0,0.0,,,,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,9,1305,,0,0,0,0,0,0,0,0,0,0
1038,1038,344,9156,ONF ～戦う羅刹へ～,ワンフゥタタカウラセツヘ,2001-08-10,2116,68,11.0,,,t,,66,,9,,,PC,f,f,,,,,80,45,,,,,,,,,,,0.0,13.0,,,,,,,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,14,6601,v28771,0,0,0,0,0,0,0,0,0,0
1039,1039,345,9157,カノソ64↑ ～うぐぅ来訪者～,カノソロクヨンアッパーウグゥライホウシャ,2002-01-20,2116,60,4.0,,,t,,61,,5,,,PC,f,f,,,,,65,55,,,,,,,,,,,0.0,8.0,,,,,,,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,186000640,0,f,f,11,6602,,0,0,0,0,0,0,0,0,0,0
1040,1040,1071,9158,Kanoso↑,カノソアッパー,2002-01-20,2116,70,10.0,,,t,,72,,17,,,PC,f,f,,,,,100,60,,,,,,,13.0,3.0,,,2.0,25.0,17.0,4.0,3.0,,,,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,30,20792,v1463,0,3,0,0,0,0,0,0,0,0
1041,1041,3084,9163,Kanoso ～思い出を壊す物語～,カノソオモイデヲコワスモノガタリ,1999-12-26,2116,70,17.0,,,t,,68,,38,,,PC,f,f,,,,,100,10,,,,,,,3.0,,,,1.0,52.0,1.0,0.0,0.0,,,,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,186016712,0,f,f,54,660,v1463,0,3,0,0,0,0,0,0,0,0
1042,1042,1074,9164,カノソ64 ～うぐぅ来訪者～,カノソロクヨンウグゥライホウシャ,2000-08-13,2116,70,12.0,,,t,,67,,10,,,PC,f,f,,,,,85,50,,,,,,,,,,,0.0,16.0,0.0,0.0,0.0,,,,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,186000640,0,f,f,14,1799,v1463,0,0,0,0,0,0,0,0,0,0
1043,1043,1205,9170,咎狗の血 True Blood,トガイヌノチトゥルーブラッド,2008-05-29,789,60,24.0,,,t,,64,,3,,http://www.togainu.com/,PS2,t,f,,,,,90,42,,,,,,,,,,,0.0,4.0,0.0,0.0,0.0,,,200.0,,,0001-01-01 00:00:00,アドベンチャー,,9908,,,-1,-1,-1,-1,,0,,,,,,,,f,,144004350,144004307,f,f,4,0,v434,0,0,0,0,0,0,0,0,0,0
1044,1044,1077,9171,パルフェ Standard Edition,パルフェスタンダードエディション,2007-06-29,7522,85,12.0,,,t,,84,,57,408265.0,,PC,t,f,GS00007262,,,,100,50,,,587apc14248,mono,pcgame,,26.0,1.0,,,10.0,75.0,98.0,4.0,0.0,,,200.0,,,0001-01-01 00:00:00,メイド喫茶アドベンチャー,,0,,,0,-1,-1,-1,,0,,,,,,,,f,,145015294,145076866,f,f,93,11672,,0,0,3,3,0,0,0,3,9,0
1045,1045,3406,9181,唄ウ人形三話,ウタウニンギョウサンワ,2003-10-01,2119,60,,,,t,,60,,1,,http://www.vector.co.jp/soft/win95/game/se301649.html,PC,f,f,,,,,60,60,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,0001-01-01 00:00:00,和風味に送る短編怪奇オムニバス,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,2,3758,,0,0,0,0,0,0,0,0,0,0
1046,1046,3407,9182,消えた黒髪の少女,キエタクロカミノショウジョ,2006-02-02,2120,69,,,,t,,69,,1,,http://game.gravis.ne.jp/school/index.html,MOBILE,f,f,,,,,69,69,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,200.0,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,2,0,,0,0,0,0,0,0,0,0,0,0
1047,1047,1081,9192,Fate/sword dance,フェイトソードダンス,2005-03-21,2012,50,20.0,,,t,,56,,19,,,PC,f,f,,,,,100,0,,,,,,,,,,,0.0,26.0,,,,,,404.0,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,186027129,186007597,f,f,35,21161,,0,0,0,0,0,0,0,0,0,0
1048,1048,123,9206,向こうの彼女,ムコウノカノジョ,2003-11-01,2130,55,21.0,,,t,,60,,8,,http://www.vector.co.jp/soft/win95/game/se306208.html,PC,f,f,,,,,100,30,,,,,,,1.0,1.0,,,1.0,9.0,1.0,1.0,1.0,,,404.0,,,0001-01-01 00:00:00,恋愛アドベンチャー,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,9,302,,0,0,0,0,0,0,0,0,0,0
1049,1049,1107,9240,ピノッチアのみる夢,ピノッチアノミルユメ,1999-08-05,630,100,,,,t,,100,,1,,,PS,f,f,,,,,100,100,,,,,,,36.0,1.0,,,1.0,1.0,17.0,0.0,0.0,,,200.0,,,0001-01-01 00:00:00,シミュレーション,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,140003977,0,f,f,3,0,v16267,0,0,3,0,0,0,0,0,0,0
1050,1050,1090,9243,My Eyes!,マイアイズ,1992-09-01,725,65,16.0,,,t,,63,,5,,,PC,f,f,,,,,80,40,,,,,,,3.0,,,,2.0,6.0,1.0,2.0,0.0,,,,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,127000546,155005167,f,f,8,22510,v8980,0,0,0,0,0,0,0,0,0,0
1051,1051,3409,9262,フェイト/タイガーころしあむ,フェイトタイガーコロシアム,2007-09-13,642,60,18.0,,,t,,56,,41,,,PSP,t,f,,,,,80,11,,,,,,,,,,,6.0,56.0,9.0,2.0,0.0,,,200.0,,,0001-01-01 00:00:00,対戦格闘,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,177300004,177003566,f,f,68,0,,0,0,0,0,0,0,0,0,0,0
1052,1052,351,9264,アイドル雀士スーチーパイIII Remix,アイドルジャンシスーチーパイスリーリミックス,2007-07-26,629,70,,,,t,,70,,1,,,PSP,t,f,,,,,70,70,,,,,,,,,,,0.0,4.0,,,,,,999.0,,,0001-01-01 00:00:00,ボード,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,177000600,0,f,f,4,0,,0,0,0,0,0,0,0,0,0,0
1053,1053,352,9265,ちゅ～かな雀士てんほー牌娘 Remix,チューカナジャンシテンホーパイニャンリミックス,2007-06-28,629,58,4.0,,,t,,58,,2,,https://www.nintendo.co.jp/ds/software/ycpj/,NDS,t,f,,,,,60,55,,,,,,,,,,,0.0,3.0,,,,,,999.0,,,0001-01-01 00:00:00,美少女対戦麻雀,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,176000656,0,f,f,4,0,,0,0,0,0,0,0,0,0,0,0
1054,1054,1624,9266,ちゅ～かな雀士てんほー牌娘 Remix,チューカナジャンシテンホーパイニャンリミックス,2007-06-28,629,80,6.0,,,t,,77,,3,,,PSP,t,f,,,,,81,70,,,,,,,,,,,0.0,3.0,,,,,,999.0,,,0001-01-01 00:00:00,美少女対戦麻雀,,9873,,,-1,-1,-1,-1,,0,,,,,,,,f,,177000590,0,f,f,3,0,,0,0,0,0,0,0,0,0,0,0
1055,1055,1098,9292,星界の戦旗,セイカイノセンキ,2005-04-21,951,80,,,,t,,80,,1,,,PS2,f,f,,,,,80,80,,,,,,,,,,,0.0,3.0,0.0,0.0,0.0,,,200.0,,,0001-01-01 00:00:00,戦術シミュレーション&アドベンチャー,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,144002551,144004112,f,f,2,0,v11600,0,0,0,0,0,0,0,0,0,0
1056,1056,353,9293,星界の戦旗,セイカイノセンキ,2003-09-26,951,71,46.0,,,t,,52,,3,,,PC,f,f,,,,,85,0,,,,,,,,,,,0.0,4.0,,,,,f,200.0,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,145009722,145011209,f,f,5,3346,v11600,0,0,0,0,0,0,0,0,0,0
1057,1057,1099,9295,プリンセスメーカー Go!Go!プリンセス,プリンセスメーカーゴーゴープリンセス,2001-11-30,951,99,,,,t,,99,,1,,,PC,f,f,,,,,99,99,,,,,,,50.0,1.0,,,1.0,3.0,2.0,3.0,0.0,,,,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,145022116,0,f,f,2,6635,,0,0,0,0,0,0,0,0,0,0
1058,1058,1103,9297,プリンセスメーカー ポケット大作戦,プリンセスメーカーポケットダイサクセン,2001-11-30,951,74,,,,t,,74,,1,,,PC,f,f,,,,,74,74,,,,,,,,,,,0.0,3.0,0.0,0.0,0.0,,,,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,145031818,0,f,f,2,23169,,0,0,0,0,0,0,0,0,0,0
1059,1059,1625,9304,神曲奏界ポリフォニカ -Memories White- エンドレスアリア,シンキョクソウカイポリフォニメモリーズホワイトエンドレスアリア,2007-07-13,662,76,9.0,,,t,,77,,13,407025.0,http://kur-mar-ter.product.co.jp/amedeo/product/porishiro/index.html,PC,t,f,,,,,100,65,,,1316oam5001,mono,pcgame,,,,,,3.0,15.0,22.0,1.0,2.0,,,200.0,,,0001-01-01 00:00:00,キネティックノベル,,0,,,0,-1,-1,-1,,0,,,,,,,,f,,145016276,0,f,f,25,12386,v2195,0,0,0,3,0,0,0,0,0,0
1060,1060,3411,9314,悪の教科書 Textbook Of Evil,アクノキョウカショテキストブックオブエヴィル,2007-12-31,1364,80,12.0,,,t,,78,,344,,,PC,f,f,,,,,100,0,,,,,,,7.0,1.0,,,100.0,371.0,556.0,123.0,25.0,,,200.0,,,0001-01-01 00:00:00,社会批判ノベル,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,186013803,0,f,f,423,8496,v3109,0,0,17,40,45,10,0,0,14,7
1061,1061,1114,9320,アルトネリコ2 世界に響く少女たちの創造詩(メタファリカ),アルトネリコツーセカイニヒビクショウジョタチノメタファリカ,2007-10-25,771,80,14.0,,,t,,78,,66,,http://www.salburg.com/lineup/index.htm,PS2,t,f,,,,,100,20,,,,,,,50.0,2.0,,,22.0,89.0,158.0,24.0,0.0,,,200.0,,,0001-01-01 00:00:00,ムスメ調合RPG,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,144004313,144004904,f,f,112,0,v2133,0,6,0,8,0,0,3,0,9,0
1062,1062,1115,9324,Omegaの視界(1) シナリオ追加DISC,オメガノシカイシナリオツイカディスク,2007-04-22,2017,67,24.0,,,t,,71,,5,,http://www.nekobanana.com/,PC,t,f,,,,,100,40,,,,,,,,,RJ101805,home,1.0,7.0,4.0,2.0,2.0,,f,200.0,,,0001-01-01 00:00:00,,,0,,,-1,3,-1,-1,,0,,,,,,,,f,,0,0,f,f,10,6636,,0,0,0,0,0,0,0,0,0,0
1063,1063,3087,9338,ファントムリム 魔怪篇 上,ファントムリムマカイヘンジョウ,2006-12-31,2147,75,,,,t,,75,,1,,,PC,f,f,,,,,75,75,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,999.0,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,2,6639,v27393,0,0,0,0,0,0,0,0,0,0
1064,1064,3413,9342,永久皇帝少女 ～島の魔法使い編～,エイキュウコウテイショウジョシマノマホウツカイヘン,2007-05-25,1264,80,10.0,,,t,,77,,5,,,PC,t,f,,,,,87,61,,,,,,,,,RJ031932,maniax,1.0,6.0,4.0,0.0,0.0,,,200.0,,,0001-01-01 00:00:00,フルCGアニメーションノベル,,9634,,,-1,3,-1,-1,,0,,,,,,,,f,,0,0,f,f,6,1818,v28102,0,0,0,0,0,0,0,0,0,0
1065,1065,1134,9388,それじゃあ、またね。,ソレジャアマタネ,2005-06-29,2162,70,15.0,,,t,,66,,33,,https://www.freem.ne.jp/win/game/585,PC,f,f,,,,,100,28,,,,,,,1.0,1.0,,,7.0,39.0,19.0,5.0,4.0,,,200.0,,,0001-01-01 00:00:00,心温まる短編ノベル,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,40,6111,v230,0,0,0,2,0,0,0,1,0,0
1066,1066,3089,9396,Chanter ～キミの歌がとどいたら#～,シャンテキミノウタガトドイタラシャープ,2007-08-30,622,76,13.0,,,t,,78,,4,,https://www.gungho.jp/cgame/game/chanter/,PS2,t,f,,,,,95,65,,,,,,,,,,,1.0,5.0,10.0,0.0,0.0,,,200.0,,,0001-01-01 00:00:00,ヒューマンドラマADV,,2277,,,-1,-1,-1,-1,,0,,,,,,,,f,,144004317,0,f,f,5,0,v1219,0,3,0,3,0,0,0,0,0,0
1067,1067,3090,9397,MELTY BLOOD Act Cadenza Ver.B,メルティブラッドアクトカテンツァバージョンビー,2007-07-27,800,79,10.0,,,t,,79,,52,420685.0,https://e56.info/mbacwin/index.html,PC,t,f,,,,,100,50,,,1316ecmb011,mono,pcgame,,,,,,6.0,76.0,29.0,2.0,2.0,,,200.0,,,0001-01-01 00:00:00,2D格闘アクション,,9990,,,0,-1,-1,-1,,0,,,,,,,,f,,145016287,145905064,f,f,93,19452,,0,0,0,0,0,6,0,0,0,0
1068,1068,129,9398,ソルフェージュ,ソルフェージュ,2007-12-21,442,66,18.0,,,t,,62,,15,412385.0,https://www.kogado.com/html/kuroneko/sol/,PC,t,f,,,,,80,30,,41238.0,,,,,,,VJ004053,soft,4.0,17.0,16.0,18.0,19.0,,,200.0,,,0001-01-01 00:00:00,ミュージックアクションアドベンチャー,,3000,,,-1,9,-1,-1,,0,,,,,,,,f,,145016979,145021917,f,f,27,3746,v2113,0,2,0,2,4,1,0,0,3,0
1069,1069,1138,9405,ソルフェージュ ～Overture～,ソルフェージュオーバーチュア,2007-06-29,442,70,7.0,,,t,,69,,4,412405.0,https://www.kogado.com/sw/contents/kuroneko/sol/,PC,t,f,,,,,76,60,,,,,,,,,,,0.0,5.0,0.0,0.0,0.0,,,200.0,,,0001-01-01 00:00:00,ミュージックアクションアドベンチャー,,2999,,,-1,-1,-1,-1,,0,,,,,,,,f,,145016270,0,f,f,6,20328,v2113,0,0,0,0,0,0,0,0,0,0
