,Unnamed: 0,index,id,gamename,furigana,sellday,brandname,median,stdev,creater,kansouurl,checked,hanbaisuu,average2,median2,count2,comike,shoukai,model,checked2,erogame,galge,elfics,banner_url,admin_checked,max2,min2,gyutto_enc,gyutto_id,dmm,dmm_genre,dmm_genre_2,erogametokuten,total_play_time_median,time_before_understanding_fun_median,dlsite_id,dlsite_domain,the_number_of_uid_which_input_pov,the_number_of_uid_which_input_play,total_pov_enrollment_of_a,total_pov_enrollment_of_b,total_pov_enrollment_of_c,trial_url,trial_h,http_response_code,okazu,axis_of_soft_or_hard,trial_url_update_time,genre,twitter,erogetrailers,tourokubi,digiket,dmm_sample_image_count,dlsite_sample_image_count,gyutto_sample_image_count,digiket_sample_image_count,twitter_search,tgfrontier,gamemeter,twitter_data_widget_id,twitter_data_widget_id_before,twitter_data_widget_id_official,masterup,masterup_tourokubi,steam,dlsite_rental,dmm_subsc,surugaya_1,surugaya_2,surugaya_1_back_image,surugaya_2_back_image,count_all,playrack,vndb,moepedia,笑,つじつまがあっている,感動,鬱,熱血,幼馴染,ツインテール,純愛,無表情
6111,6111,6309,33098,少女首領の推理領域 -黄金島の密約-,ショウジョシュリョウノスイリリョウイキオウゴントウノミツヤク,2021-07-01,6745,60,,,,t,,60,,1,,http://orange-app.jp/game/BossGirl/,NS,f,f,,,,,60,60,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,ロマンティックミステリー,,0,2022-08-16,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6112,6112,6292,33099,未然探偵 The Protea Cases,ミゼンタンテイザプロテアケイスィズ,2022-07-28,6745,60,,,,t,,60,,1,,http://orange-app.jp/game/mizen/,NS,f,f,,,,,60,60,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,ロマンティックミステリー,,0,2022-08-16,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6113,6113,3112,33100,夏と墓場とうらめしや,ナツトハカバトウラメシヤ,2022-08-12,4811,40,,,,t,,40,,1,,https://novelgame.jp/games/show/6888,PC,f,f,,,,,40,40,,,,,,,1.0,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,ノベル,,0,2022-08-16,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6114,6114,6044,33102,土地神様の夢見た世界,トチガミサマノユメミタセカイ,2013-11-26,7508,75,0.0,,,t,,75,,2,,http://findplace.web.fc2.com/totigami/,PC,f,f,,,,,75,75,,,,,,,5.0,,RJ123973,home,0.0,2.0,,,,https://www.dlsite.com/home/dlaf/=/t/s/link/work/aid/erogamescape/id/RJ123973.html,f,,,,2022-08-24 02:00:13.16088,,,0,2022-08-16,,-1,3,-1,-1,,0,,,,,,,,f,,0,0,f,f,2,0,,0,0,0,0,0,0,0,0,0,0
6115,6115,2586,33103,止水 -しすい-,シスイ,2021-08-25,7509,65,3.0,,,t,,67,,3,,https://novelgame.jp/games/show/5548,PC,f,f,,,,,71,65,,,,,,,2.0,,,,0.0,3.0,,,,,,,,,0001-01-01 00:00:00,,,0,2022-08-16,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,3,0,,0,0,0,0,0,0,0,0,0,0
6116,6116,6045,33105,終わらない季節の真ん中で,オワラナイキセツノマンナカデ,2022-08-13,7511,75,7.0,,,t,,74,,14,,http://loptsoftware.com/owakise_top/,PC,f,f,,,,,93,65,,,,,,,6.0,1.0,,,1.0,14.0,5.0,1.0,0.0,,,,,,0001-01-01 00:00:00,君ともう一度青春を送る恋愛ADV,,0,2022-08-16,,-1,-1,-1,-1,,0,,,,,,,,f,,186086272,0,f,f,18,0,,0,0,0,0,0,0,0,0,0,0
6117,6117,2635,33106,​だいすき -The her Adonis-,ダイスキ,2019-05-13,6918,60,6.0,,,t,,57,,3,,https://jun-meguri777.wixsite.com/l-i-b-meguri/the-her-adonis,PC,f,f,,,,,62,50,,,,,,,1.0,,,,0.0,4.0,,,,,,,,,0001-01-01 00:00:00,「あなた」が女の子の話を聴く、対話型ピュアサイコラブADV,,0,2022-08-17,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,4,0,,0,0,0,0,0,0,0,0,0,0
6118,6118,2636,33107,終涯のサナトリウム＊,ツイハテノサナトリウム,2021-12-31,7512,60,,,,t,,60,,1,,https://masumisoft.booth.pm/items/3546299,PC,f,f,,,,,60,60,,,,,,,1.0,,,,0.0,3.0,,,,,,,,,0001-01-01 00:00:00,,,0,2022-08-17,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,3,0,,0,0,0,0,0,0,0,0,0,0
6119,6119,3113,33108,終涯のサナトリウム⁑,ツイハテノサナトリウム,2022-08-13,7512,45,13.0,,,t,,50,,3,,https://masumisoft.booth.pm/items/3546299,PC,f,f,,,,,65,40,,,,,,,2.0,,,,0.0,4.0,,,,,,,,,0001-01-01 00:00:00,,,0,2022-08-17,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,6,0,,0,0,0,0,0,0,0,0,0,0
6120,6120,2657,33111,bloody rain,ブラッディレイン,2011-12-31,7513,64,2.0,,,t,,64,,2,,https://unlimitedgss.wixsite.com/unlimited/unlimited-product,PC,f,f,,,,,65,62,,,,,,,5.0,,,,0.0,2.0,,,,,,,,,0001-01-01 00:00:00,,,0,2022-08-17,,-1,-1,-1,-1,,0,,,,,,,,f,,186029236,0,f,f,2,0,,0,0,0,0,0,0,0,0,0,0
6121,6121,2658,33112,Jane Doe～箱庭事件編～,ジェンドーハコニワジケンヘン,2013-12-31,7513,61,1.0,,,t,,61,,2,,https://unlimitedgss.wixsite.com/unlimited/jane-doe-%E7%AE%B1%E5%BA%AD%E4%BA%8B%E4%BB%B6%E7%AF%87,PC,f,f,,,,,62,60,,,,,,,2.0,,,,0.0,2.0,,,,,,,,,0001-01-01 00:00:00,,,0,2022-08-17,,-1,-1,-1,-1,,0,,,,,,,,f,,186081281,0,f,f,2,0,,0,0,0,0,0,0,0,0,0,0
6122,6122,2659,33113,Revelation,リベレーション,2017-08-11,7513,64,2.0,,,t,,64,,2,,https://unlimitedgss.wixsite.com/unlimited/revelation,PC,f,f,,,,,65,62,,,,,,,3.0,,,,0.0,2.0,,,,,,,,,0001-01-01 00:00:00,,,0,2022-08-18,,-1,-1,-1,-1,,0,,,,,,,,f,,186068964,0,f,f,2,0,,0,0,0,0,0,0,0,0,0,0
6123,6123,2660,33114,Destination,デスティネーション,2022-08-13,7513,64,2.0,,,t,,64,,2,,https://unlimitedgss.wixsite.com/unlimited,PC,f,f,,,,,65,62,,,,,,,3.0,,,,0.0,2.0,,,,,,,,,0001-01-01 00:00:00,,,0,2022-08-18,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,3,0,,0,0,0,0,0,0,0,0,0,0
6124,6124,2661,33116,明日、初めて彼女と♥,アシタハジメテカノジョト,2022-08-11,7514,50,,,,t,,50,,1,,https://shinkigames.blogspot.com/p/tomorrow.html,PC,f,f,,,,,50,50,,,,,,,1.0,,,,0.0,2.0,,,,,,,,,0001-01-01 00:00:00,あなただけの彼女と過ごすドキドキ初デートADV,,0,2022-08-18,,-1,-1,-1,-1,,0,,,,,,,2077040.0,f,,0,0,f,f,2,0,v37560,0,0,0,0,0,0,0,0,0,0
6125,6125,6048,33117,蒼き薔薇のテラリウム,アオキバラノテラリウム,2022-08-13,7515,69,,,,t,,69,,1,,https://curare-game.com/%E6%96%B0%E4%BD%9C%E3%80%8C%E8%92%BC%E3%81%8D%E8%96%94%E8%96%87%E3%81%AE%E3%83%86%E3%83%A9%E3%83%AA%E3%82%A6%E3%83%A0%E3%80%8D/,PC,f,f,,,,,69,69,,,,,,,7.0,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,ビジュアルノベル,,0,2022-08-18,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6126,6126,2638,33118,スノードロップの贈り方,スノードロップノオクリカタ,2021-07-02,7515,68,,,,t,,68,,1,,http://curare-game.com/snowdrop/,PC,f,f,,,,,68,68,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,,,0,2022-08-18,,-1,-1,-1,-1,,0,,,,,,,,f,,186069958,0,f,f,2,0,,0,0,0,0,0,0,0,0,0,0
6127,6127,2480,33121,プラマイガール,プラマイガール,2021-04-23,3121,82,16.0,,,t,,82,,2,,http://www12.plala.or.jp/zeek-heil/puramai.htm,PC,f,f,,,,,93,70,,,,,,,3.0,,,,0.0,2.0,,,,,,,,,0001-01-01 00:00:00,,,0,2022-08-19,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,3,0,,0,0,0,0,0,0,0,0,0,0
6128,6128,6049,33122,ななこい リメイク,ナナコイ,2022-08-13,3121,71,8.0,,,t,,72,,6,,http://www12.plala.or.jp/zeek-heil/nana.htm,PC,f,f,,,,,87,62,,,,,,,4.0,,,,0.0,6.0,,,,,,,,,0001-01-01 00:00:00,夏と海の学園青春ラブストーリー,,0,2022-08-19,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,6,0,,0,0,0,0,0,0,0,0,0,0
6129,6129,6050,33126,ハルカケ ～桜語りは雨降りの前に～,ハルカケサクラガタリハアメフリノマエニ,2022-08-13,7516,57,,,,t,,57,,1,,,PC,f,f,,,,,57,57,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,,,0,2022-08-19,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,2,0,,0,0,0,0,0,0,0,0,0,0
6130,6130,3115,33127,華鬼 〜恋い初める刻 永久の印〜,ハナオニコイソメルトキトワノシルシ,2011-03-17,2924,75,,,,t,,75,,1,,https://www.otomate.jp/hanaoni/,PSP,f,f,,,,,75,75,,,,,,,,,,,1.0,1.0,18.0,11.0,0.0,,,,,,0001-01-01 00:00:00,女性向け恋愛ADV,,0,2022-08-19,,-1,-1,-1,-1,,0,,,,,,,,f,,177001946,0,f,f,1,0,,0,0,0,0,2,0,0,0,3,3
6131,6131,2662,33128,始まりのリフレイン,ハジマリノリフレイン,2021-12-31,6258,68,5.0,,,t,,66,,3,,http://suzutohana.com/#works,PC,f,f,,,,,70,60,,,,,,,3.0,,,,0.0,3.0,,,,,,,,,0001-01-01 00:00:00,,,0,2022-08-19,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,3,0,,0,0,0,0,0,0,0,0,0,0
6132,6132,2493,33138,ナツノカナタ,ナツノカナタ,2022-08-18,7517,70,8.0,,,t,,68,,7,,https://natsuno-kanata.online/,PC,f,f,,,,,76,60,,,,,,,7.0,,,,0.0,10.0,,,,,,,,,0001-01-01 00:00:00,,natsu_no_kanata,0,2022-08-20,,-1,-1,-1,-1,,0,,,,,,,1684660.0,f,,0,0,f,f,12,0,,0,0,0,0,0,0,0,0,0,0
6133,6133,2702,33141,さくらいろプリズム,サクライロプリズム,2022-08-20,7518,59,11.0,,,t,,59,,4,,https://blooming-spectrum.com/sakurairo-prism/,PC,f,f,,,,,69,48,,,,,,,4.0,,,,1.0,5.0,5.0,0.0,0.0,,,,,,0001-01-01 00:00:00,青春恋愛アドベンチャー,,0,2022-08-20,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,6,0,,0,0,0,0,0,0,0,0,0,0
6134,6134,2705,33142,最近の日常的不可思議 Monday Loop,サイキンノニチジョウテキフカシギ,2022-08-19,6778,60,9.0,,,t,,63,,6,,https://novelgame.jp/games/show/6909,PC,f,f,,,,,75,50,,,,,,,3.0,,,,0.0,6.0,,,,,,,,,0001-01-01 00:00:00,,,0,2022-08-20,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,7,0,,0,0,0,0,0,0,0,0,0,0
6135,6135,2706,33144,探偵のすすめ 碧色の洞編,タンテイノススメヘキショクノヘン,2017-08-11,4259,64,,,,t,,64,,1,,http://tansukai.com/tantei9/,PC,f,f,,,,,64,64,,,,,,,2.0,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,ユーモアミステリー,,0,2022-08-21,,-1,-1,-1,-1,,0,,,,,,,,f,,186065164,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6136,6136,2579,33145,探偵のすすめ 先生は犯人？！編　フルリメイク版,タンテイノススメセンセイハハンニンヘンフルリメイクバン,2022-08-13,4259,65,,,,t,,65,,1,,http://tansukai.com/blog/2022/08/11/%e5%a4%8f%e3%82%b3%e3%83%9fc100%e6%83%85%e5%a0%b1%e3%81%a8%e5%85%88%e8%a1%8c%e3%83%aa%e3%83%aa%e3%83%bc%e3%82%b9%e6%83%85%e5%a0%b1/,PC,f,f,,,,,65,65,,,,,,,2.0,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,青春ミステリーノベル,,0,2022-08-21,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6137,6137,6051,33147,秋の恋はつるべ落とし,アキノコイハツルベオトシ,2022-08-13,7519,64,3.0,,,t,,63,,3,,https://twitter.com/FthingSoftware/status/1557737439141441546?s=20&t=1rNIlac9aw4IJv9ABSHh6A,PC,f,f,,,,,65,60,,,,,,,5.0,,,,0.0,3.0,,,,,,,,,0001-01-01 00:00:00,恋愛シミュレーション,,0,2022-08-22,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,3,0,,0,0,0,0,0,0,0,0,0,0
6138,6138,2707,33149,誰でもいいから私の話を聞け,ダレデモイイカラワタシノハナシヲキケ,2022-08-20,7520,76,,,,t,,76,,1,,https://www.freem.ne.jp/win/game/28846,BROWSER,f,f,,,,,76,76,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,ノベル,,0,2022-08-23,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6139,6139,2708,33152,ネコ実験室,ネコジッケンシツ,2019-12-25,7521,75,,,,t,,75,,1,,https://www.porontesuta.com/%E3%83%8D%E3%82%B3%E5%AE%9F%E9%A8%93%E5%AE%A4,PC,f,f,,,,,75,75,,,,,,,,,,,1.0,1.0,0.0,0.0,2.0,,,,,,0001-01-01 00:00:00,自分を解剖した犯人を捜せ！！　ダークファンタジーADV,,0,2022-08-23,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6140,6140,6055,33157,紡ロジック,ツムギロジック,2018-12-04,5121,80,,,,t,,80,,1,,https://se-ec.co.jp/appgames/tsumugulogic/,Android,f,f,,,,,80,80,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,脱出アドベンチャーノベル,,0,2022-08-25,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6141,6141,6056,33159,Witch's Heart,ウィッチズハート,2017-12-25,7523,85,,,,t,,85,,1,,https://www.freem.ne.jp/win/game/16495,PC,f,f,,,,,85,85,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,探索型ホラーアクションアドベンチャー,,0,2022-08-25,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6142,6142,6057,33160,Witch's Heart -Bonus Stage-,ウィッチズハートボーナスステージ,2018-09-21,7523,80,,,,t,,80,,1,,https://www.freem.ne.jp/win/game/18551,PC,f,f,,,,,80,80,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,探索型ホラーアクションアドベンチャー,,0,2022-08-25,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6143,6143,2671,33161,Witch's Heart 知られざる過去魔女ドロシーの秘密 -完結編-,ウィッチズハートシラレザルカコマジョドロシーノヒミツカンケツヘン,2020-02-12,7523,80,,,,t,,80,,1,,https://www.freem.ne.jp/win/game/22042,PC,f,f,,,,,80,80,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,探索型ホラーアクションアドベンチャー,,0,2022-08-25,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6144,6144,2694,33162,Lily 白き百合の乙女たち S,リリィシロキユリノオトメタチエス,2021-12-31,7154,78,4.0,,,t,,78,,2,,http://s.lily.ist/index.html,PC,f,f,,,,,80,75,,,,,,,30.0,,RJ366131,home,0.0,2.0,,,,,,,,,0001-01-01 00:00:00,シミュレーションRPG,,0,2022-08-25,,-1,10,-1,-1,,0,,,,,,,,f,,0,0,f,f,2,0,,0,0,0,0,0,0,0,0,0,0
6145,6145,2709,33172,白昼夢の青写真,ハクチュウムノアオジャシン,2022-11-17,4809,90,,,,t,,90,,1,,https://laplacian.jp/yonagi/,NS,f,f,,,,,90,90,,,,,,,,,,,0.0,1.0,,,,https://store-jp.nintendo.com/list/software/70010000056176.html,f,,,,2022-10-27 08:09:30.339053,SFADV,,0,2022-08-26,,-1,-1,-1,-1,,0,,,,,,,,f,,109002418,109002419,f,f,10,0,,0,0,0,0,0,0,0,0,0,0
6146,6146,2696,33180,アリスの精神裁判,アリスノセイシンサイバン,2015-10-22,5121,75,,,,t,,75,,1,,https://play.google.com/store/apps/details?id=tokyo.seec.arisunoSeisin&hl=ja&gl=US,Android,f,f,,,,,75,75,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,探索×推理アドベンチャー,,0,2022-08-28,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6147,6147,2711,33181,監獄少年,カンゴクショウネン,2017-04-03,5121,80,,,,t,,80,,1,,https://play.google.com/store/apps/details?id=tokyo.seec.kangokuboy&hl=ja&gl=US,Android,f,f,,,,,80,80,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,謎解きノベル×脱出ゲーム,,0,2022-08-28,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6148,6148,2712,33182,四ツ目神,ヨツメガミ,2016-06-29,5121,85,,,,t,,85,,1,,https://se-ec.co.jp/appgames/yotsumegami/,Android,f,f,,,,,85,85,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,謎解きノベル×脱出ゲーム,,0,2022-08-28,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6149,6149,2697,33183,マダム・ポプスキンの憂鬱,マダムポプスキンノユウウツ,2022-05-08,7526,58,11.0,,,t,,58,,2,,https://totetike.rgr.jp/madam/,PC,f,f,,,,,65,50,,,,,,,,,,,0.0,2.0,,,,,,,,,0001-01-01 00:00:00,,madampops,0,2022-08-28,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,2,0,,0,0,0,0,0,0,0,0,0,0
6150,6150,6061,33188,ココロ・コンフリクト 〜はつこいドロボーとわたし〜,ココロコンフリクトハツコイドロボートワタシ,2022-08-27,7530,83,4.0,,,t,,83,,2,,https://novelgame.jp/games/show/7012,PC,f,f,,,,,85,80,,,,,,,,,,,0.0,2.0,,,,,,,,,0001-01-01 00:00:00,女性向けノベルゲーム,,0,2022-08-30,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,2,0,,0,0,0,0,0,0,0,0,0,0
6151,6151,6062,33191,貴方の価値を教えてくれ(上),アナタノカチヲオシエテクレジョウ,2018-12-08,7531,75,,,,t,,75,,1,,https://www.freem.ne.jp/win/game/19062,PC,f,f,,,,,75,75,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,ミステリーホラーゲーム,,0,2022-08-31,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6152,6152,6063,33192,虚ろ町ののばら,ウツロマチノノバラ,2018-10-02,5044,80,,,,t,,80,,1,,https://www.freem.ne.jp/win/game/18619,PC,f,f,,,,,80,80,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,異世界探索ホラーゲーム,,0,2022-08-31,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6153,6153,6064,33193,オシイレ,オシイレ,2018-07-07,7533,70,,,,t,,70,,1,,http://kuronotana.starfree.jp/game/oshiire.html,PC,f,f,,,,,70,70,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,和風レトロ逃走探索ホラーアドベンチャー,,0,2022-08-31,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6154,6154,6065,33194,夏祭りとおばけやしき,ナツマツリトオバケヤシキ,2017-07-11,7534,70,,,,t,,70,,1,,https://freegame-mugen.jp/adventure/game_7244.html,PC,f,f,,,,,70,70,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,謎解きホラーアドベンチャーゲーム,,0,2022-08-31,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6155,6155,6066,33195,虚白の夢,コハクノユメ,2015-05-04,7535,75,,,,t,,75,,1,,https://freegame-mugen.jp/adventure/game_3587.html,PC,f,f,,,,,75,75,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,過去を探す探索ホラーADV,,0,2022-08-31,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6156,6156,6067,33198,SPIEGEL EI,シュピーゲルアイ,2015-10-31,7537,75,,,,t,,75,,1,,https://tepemok.omiki.com/game.html,PC,f,f,,,,,75,75,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,アドベンチャー・ノベル,,0,2022-09-01,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6157,6157,2713,33199,絆輝探偵事務所,ヒカルタンテイジムショ,2017-03-09,7531,75,,,,t,,75,,1,,https://littleice7flower.wixsite.com/hikatan,PC,f,f,,,,,75,75,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,ミステリーホラーゲーム,,0,2022-09-01,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6158,6158,2714,33200,朝溶けの魔女,アサドケノマジョ,2016-07-22,7538,75,,,,t,,75,,1,,https://porin9.wixsite.com/portrain/game-1,PC,f,f,,,,,75,75,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,探索型ホラーゲーム,,0,2022-09-01,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6159,6159,6068,33201,彼女は最後にそう言った,カノジョハサイゴニソウイッタ,2015-05-09,7539,75,,,,t,,75,,1,,https://syupro-dx.jp/game/sp/79,Android,f,f,,,,,75,75,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,時間ループADV,,0,2022-09-01,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6160,6160,6069,33202,夕暮れ叙事詩,ユウグレジョジシ,2017-08-06,7540,75,,,,t,,75,,1,,https://freegame-mugen.jp/adventure/game_6335.html,PC,f,f,,,,,75,75,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,探索型ホラーゲーム,,0,2022-09-01,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6161,6161,6070,33203,Pocket Mirror 完成版,ポケットミラーカンセイバン,2017-10-21,7541,80,,,,t,,80,,1,,https://www.freem.ne.jp/win/game/16043,PC,f,f,,,,,80,80,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,謎解きゴシックホラーADV,,0,2022-09-01,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6162,6162,6071,33204,どうして勇者様はそんなに弱いのですか？,ドウシテユウシャサマハソンナニヨワイノデスカ,2017-12-07,7539,70,,,,t,,70,,1,,https://syupro-dx.jp/game/sp/526,Android,f,f,,,,,70,70,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,超必殺技ADV,,0,2022-09-01,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6163,6163,6072,33205,枯れた葡萄は残虐と共に,カレタブドウハザンギャクトトモニ,2017-11-18,7531,75,,,,t,,75,,1,,https://freegame-mugen.jp/adventure/game_6649.html,PC,f,f,,,,,75,75,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,アドベンチャーゲーム,,0,2022-09-01,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6164,6164,6073,33206,タナトスに沈む,タナトスニシズム,2020-07-18,7542,60,,,,t,,60,,1,,,PC,f,f,,,,,60,60,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,,,,,,0001-01-01 00:00:00,追憶系ノベルゲーム,,0,2022-09-01,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6165,6165,6074,33207,ワールドエンド・サマーデイズ,ワールドエンドサマーデイズ,2022-08-12,7543,59,,,,t,,59,,1,,https://www.freem.ne.jp/win/game/28785,PC,f,f,,,,,59,59,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,,,,,,0001-01-01 00:00:00,終わりかけの世界の夏休みを巡る探索RPG,,0,2022-09-02,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6166,6166,2715,33215,カクテルマジック マリールート,カクテルマジックマリールート,2020-08-12,7544,75,,,,t,,75,,1,,,PC,f,f,,,,,75,75,,,,,,,3.0,1.0,RJ409478,home,1.0,1.0,3.0,0.0,0.0,https://seiransoft.booth.pm/items/3933935,f,,,,2022-09-06 15:41:12.448258,,,0,2022-09-05,,-1,6,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
6167,6167,6075,33216,Lost Dragons EP5,ロストドラゴンズエピソードファイブ,2022-08-25,7183,71,,,,t,,71,,1,,https://novelgame.jp/games/show/7002,PC,f,f,,,,,71,71,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,ファンタジーノベル,,0,2022-09-05,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,v32658,0,0,0,0,0,0,0,0,0,0
6168,6168,6076,33219,旋風の逆転劇,センプウノギャクテンゲキ,2020-08-12,7546,50,,,,t,,50,,1,,https://www.freem.ne.jp/win/game/23608,PC,f,f,,,,,50,50,,,,,,,3.0,,,,1.0,1.0,2.0,2.0,0.0,,,,,,0001-01-01 00:00:00,SRPG,,0,2022-09-06,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
