,index,id,brandname,brandfurigana,makername,makerfurigana,url,checked,kind,lost,directlink,median,http_response_code,twitter,twitter_data_widget_id,notes,erogetrailers,cien
1449,3194,1831,daisy feat.戯画,デイジーフィーチャリングギガ,,,http://www.web-giga.com/,f,CORPORATION,t,t,55.0,200.0,web_giga,,,863.0,
1450,948,1832,サイクスJ,サイクスジェイ,,,,f,CORPORATION,t,t,60.0,200.0,,,,,
1451,3195,1839,Circle Papillon,サークルパピヨン,,,,f,CIRCLE,t,t,75.0,200.0,,,,,
1452,3196,1840,LoveDelivery,ラブデリバリー,,,http://lovedelivery.biz/,f,CORPORATION,f,t,80.0,200.0,holic_works,,,244.0,
1453,949,1841,pin-point,ピンポイント,,,http://www.pin-point.biz/,f,CIRCLE,f,t,68.0,200.0,pinpoint_tsuda,,,2107.0,
1454,950,1845,Script Origin,スクリプトオリジン,,,,f,CIRCLE,t,t,73.0,404.0,,,,,
1455,951,1846,RIFF＊RAFF,リフラフ,,,,f,CIRCLE,t,f,64.0,200.0,,,,1609.0,
1456,3197,1847,micro,ミクロ,,,,f,CORPORATION,t,t,65.0,200.0,,,,1084.0,
1457,3198,1848,ドラート,ドラート,,,,f,CORPORATION,t,t,60.0,200.0,,,,,
1458,3199,1850,LIEBE,リーベ,,,,f,CORPORATION,t,t,52.0,,,,,,
1459,3200,1851,Lime,ライム,,,,f,CORPORATION,t,t,60.0,200.0,project_lime,430540982837182465,,240.0,
1460,351,1852,LIMIT MAX,リミットマックス,,,http://b.dlsite.net/RG05082/,f,CIRCLE,t,t,60.0,999.0,,,,,
1461,1791,1855,Studio 邪恋,スタジオジャレン,,,http://www.studio-jyaren.jp/,f,CORPORATION,f,t,71.0,200.0,studiojaren,430541148809998338,,758.0,
1462,1816,1856,ARIA,アリア,,,https://aria-soft.com/,f,CORPORATION,f,t,82.0,200.0,august_soft,,,190.0,
1463,1817,1857,OVERDRIVE,オーバードライブ,,,http://www.over-drive.jp/,f,CORPORATION,t,t,80.0,200.0,overdrive_jp,381346901410340864,,257.0,
1464,3397,1858,Anim-e,アニムイー,,,http://www.hs-crowd.co.jp/anim_e/,f,CORPORATION,f,f,40.0,200.0,crowd_anim,315373010544627712,,427.0,
1465,3398,1859,クレージュA,クレージュエース,,,http://www.crg-a.com/,f,CIRCLE,f,t,66.0,200.0,crg_a18,,,2190.0,
1466,3399,1860,Livedoor,ライブドア,,,http://www.livedoor.com/,f,CORPORATION,f,t,25.0,200.0,livedoornews,,,,
1467,3400,1861,Palmiers,パルミエ,,,http://www.palmiers.jp/,f,CORPORATION,f,t,70.0,200.0,oshirase_cyc,,,1678.0,
1468,3401,1862,もえたまごソフト,モエタマゴソフト,,,https://www.moe-tamago.com/,f,CORPORATION,t,t,55.0,200.0,,,,1142.0,
1469,1818,1863,Blue Devil,ブルーデビル,,,http://www.bluedevil.jp/,f,CIRCLE,f,f,70.0,200.0,BlueDevil_2005,430541320453496832,,,
1470,1819,1865,eufonie,ユーフォニー,,,http://www.eufonie.jp/,f,CORPORATION,f,t,70.0,200.0,etude_eufonie,430541470668304384,,375.0,
1471,1820,1866,PROTOTYPE,プロトタイプ,,,http://www.prot.co.jp/,f,CORPORATION,f,t,85.0,200.0,PROTOTYPE_info,618541284794331136,,1297.0,
1472,1872,1867,ClassiC思考回路,クラシックシコウカイロ,,,http://classic-shikoukairo.jpn.org/index.html,f,CIRCLE,f,t,70.0,200.0,KShikou,,,,
1473,1873,1869,HEAT-SOFT,ヒートソフト,,,http://www.heat-soft.com/,f,CORPORATION,f,t,65.0,200.0,,317254434323304449,,946.0,
1474,1874,1870,ういんどみるOasis,ウインドミルオアシス,,,https://windmill.suki.jp/,f,CORPORATION,f,t,75.0,200.0,Windmill_Oasis,348079833647022080,,172.0,
1475,3402,1871,カスタム,カスタム,,,,f,CORPORATION,t,t,66.0,,,,,,
1476,1875,1872,BANANA Shu-Shu,バナナシュシュ,,,,f,CORPORATION,t,f,60.0,999.0,,,,930.0,
1477,3201,1873,dimple,ディンプル,,,,f,CORPORATION,t,f,87.0,200.0,,,,862.0,
1478,1876,1874,HANEMINE,ハネマイン,,,http://sou.but.jp/,f,CIRCLE,f,t,70.0,200.0,kuonjisou,,,,
1479,1877,1875,MAGI White,マギホワイト,,,,f,CORPORATION,t,t,61.0,200.0,,,,1089.0,
1480,1878,1878,WHITE CLARITY,ホワイトクラリティー,,,,f,CORPORATION,t,t,68.0,503.0,,,,1068.0,
1481,1900,1881,娘々倶楽部,ニャンニャンクラブ,,,http://chinjao.cocolog-nifty.com/,f,CIRCLE,t,t,50.0,200.0,chinjao0308,,,,
1482,1901,1882,ぴんくはてな,ピンクハテナ,,,,f,CORPORATION,t,t,70.0,200.0,,,,966.0,
1483,1902,1883,黒雛,クロヒナ,,,http://www.masterup.net/hina-soft/,f,CORPORATION,f,t,64.0,200.0,,,,145.0,
1484,1903,1884,my precious,マイプリクオス,,,http://www.myprecious.dojin.com/,f,CIRCLE,f,t,60.0,200.0,,,,,
1485,1904,1885,Eroro,エロロ,,,http://erosion-soft.com/eroro/,f,CORPORATION,f,f,55.0,200.0,,,,1501.0,
1486,1905,1886,メルティ工房,メルティコウボウ,,,,f,CORPORATION,t,t,55.0,,,,,,
1487,1906,1887,赤い靴,アカイクツ,,,http://akaikutsu.mikomomo.com/,f,CIRCLE,f,f,62.0,200.0,,,,1729.0,
1488,1926,1888,Whirlpool,ワールプール,,,https://whirlpool.co.jp/,f,CORPORATION,f,t,73.0,200.0,Whirlpool_soft,336795723427348481,,298.0,
1489,1927,1889,ももかん,モモカン,,,,f,CORPORATION,t,t,50.0,999.0,,,,1149.0,
1490,373,1890,魔法探偵社,マホウタンテイシャ,,,http://www.mahotan.net/,f,CIRCLE,f,t,60.0,200.0,mantarousan,,,,
1491,374,1891,ああかむ,アアカム,,,http://arkham.jp/,f,CIRCLE,f,t,60.0,200.0,arkham_Public,,,,
1492,375,1892,Tennenouji,テンネンオウジ,,,http://tennenouji.net/,f,CIRCLE,f,t,80.0,200.0,tennenouji_info,,,1596.0,
1493,376,1893,らぶりゅす,ラブリュス,,,,f,CIRCLE,t,t,65.0,200.0,,,,,
1494,377,1894,Nine’s fox,ナインズフォックス,,,,f,CORPORATION,t,t,64.0,200.0,,,,889.0,
1495,378,1896,Sweets,スィーツ,,,,f,CORPORATION,t,t,70.0,200.0,,,,743.0,
1496,379,1897,桃雛,モモヒナ,,,http://www.masterup.net/hina-soft/,f,CORPORATION,f,f,60.0,200.0,,,,346.0,
1497,1928,1898,高臥舎,コウガシャ,,,http://www.maplecat.net/kogasha/top.html,f,CIRCLE,f,t,70.0,200.0,,,,,
1498,1929,1899,TinkleBell,ティンクルベル,,,http://www.tinklebell.jp/,f,CIRCLE,f,f,75.0,200.0,Tinkle_Bell1,521149468763103232,,2358.0,
1499,1930,1900,ラブチェリー,ラブチェリー,,,http://www.aicherry.com/,f,CORPORATION,t,t,60.0,200.0,Atelier__Sakura,,,1192.0,
1500,1931,1901,FlyingShine犬,フライングシャインケン,,,,f,CORPORATION,t,t,55.0,200.0,flyingshine,,,998.0,
1501,2650,1902,Artel Team Prefab,アーテルチームプレハブ,,,,f,CORPORATION,t,f,75.0,,,,,,
1502,5394,1903,猿合奏,サルガッソウ,,,http://www.sargasso.cc/,f,CIRCLE,f,t,55.0,200.0,,,,,
1503,5395,1904,LiLiTH Mist,リリスミスト,,,https://www.lilith-soft.com/,f,CORPORATION,f,t,70.0,200.0,lilith_soft,329932459133247490,,1222.0,
1504,5396,1905,FMC,エフエムシー,,,http://fandc.co.jp/,f,CORPORATION,t,t,60.0,200.0,fandc_staff,,,,
1505,5397,1907,ぷらす＋てぃっく,プラスティック,,,,f,CORPORATION,t,t,60.0,,,,,362.0,
1506,1956,1908,SkyFish,スカイフィッシュ,,,http://www.sky-fish.jp/,f,CORPORATION,f,t,70.0,200.0,SkyFish_san,315386382375845888,,141.0,
1507,3224,1910,すみっこソフト,スミッコソフト,,,http://www.sumikko-soft.com/,f,CORPORATION,t,t,80.0,200.0,sumikkosoft,338170038236364800,,781.0,
1508,3225,1911,DISCOVERY MARS,ディスカバリーマーズ,,,,f,CORPORATION,t,f,60.0,200.0,,,,,
1509,3226,1912,flap,フラップ,,,,f,CORPORATION,t,t,70.0,200.0,,,,222.0,
1510,5616,1913,ザウルス,ザウルス,,,,f,CORPORATION,f,t,,,,,,,
1511,3227,1914,F&C FC01,エフアンドシーエフシーゼロイチ,,,https://fandc.co.jp/,f,CORPORATION,t,t,67.0,200.0,fandc_staff,,,66.0,
1512,3228,1915,Crepe,クレープ,,,http://www.crepe-soft.jp/,f,CIRCLE,f,t,61.0,200.0,,,,,
1513,3229,1917,STRONGER,ストロンガー,,,,f,CORPORATION,t,t,54.0,999.0,,,,770.0,
1514,3230,1918,Starlink,スターリンク,,,,f,CORPORATION,t,f,60.0,,,,,751.0,
1515,1957,1919,ツンデレ喫茶製作委員会,ツンデレキッサセイサクイインカイ,,,http://vimalakirti.aki.gs/shame-on/index.html,f,CIRCLE,t,t,70.0,200.0,,,,1757.0,
1516,1958,1921,まわるめいどさんをねみぎ製作委員会,マワルメイドサンヲネミギセイサクイインカイ,,,http://nemigi.dna-softwares.com/,f,CIRCLE,f,t,70.0,200.0,,,,1992.0,
1517,1959,1922,ReIce-zero-,リアイスゼロ,,,http://reice2nd.yu-yake.com/,f,CIRCLE,f,t,70.0,200.0,,,,,
1518,1960,1923,劇團近未来,ゲキダンキンミライ,,,http://kinmirai.dojin.com/,f,CIRCLE,f,f,65.0,200.0,kin_mirai,321965458842599424,,1399.0,2616.0
1519,1978,1925,SpiritGuide,スピリットガイド,,,http://b.dlsite.net/RG03601/,f,CIRCLE,t,t,50.0,200.0,,,,,
1520,1979,1926,F&C FC02,エフアンドシーエフシーゼロニ,,,https://fandc.co.jp/,f,CORPORATION,t,t,65.0,200.0,fandc_staff,,,516.0,
1521,1980,1928,Tiaramode,ティアラモード,,,,f,CORPORATION,t,t,70.0,200.0,,,,1595.0,
1522,1981,1929,メガロマンス,メガロマンス,,,https://www.coremagazine.co.jp/megaromance/,f,CORPORATION,f,t,68.0,200.0,,,,1131.0,
1523,1982,1930,ぷちクラウド,プチクラウド,,,http://www.hs-crowd.co.jp/pcrowd/,f,CORPORATION,f,t,50.0,200.0,crowd_anim,,,1697.0,
1524,1983,1931,TEAM NIGHT CROSS,チームナイトクロス,,,,f,CIRCLE,t,t,70.0,404.0,,,,,
1525,5398,1932,BaseSon SPICE*,ベースソンスパイス,,,http://baseson.nexton-net.jp/,f,CORPORATION,t,t,70.0,200.0,,,,1646.0,
1526,2386,1933,FINISH!,フィニッシュ,,,,f,CORPORATION,t,t,60.0,200.0,,,,1498.0,
1527,5399,1934,Russell.pure,ラッセルピュア,,,http://www.russel.co.jp/,f,CORPORATION,t,t,70.0,200.0,russellevent,,,1710.0,
1528,5400,1935,G-CAT,ジーキャット,,,,f,CORPORATION,t,f,40.0,200.0,,,,1626.0,
1529,5401,1936,TJR(THE JOLLY ROGER),ティージェイアール,,,http://www.hook-net.jp/tjr/,f,CORPORATION,t,f,76.0,200.0,,,,689.0,
1530,5402,1937,SMEE,スミー,,,http://www.hook-net.jp/smee/,f,CORPORATION,f,f,78.0,200.0,smee_official,338159959881699329,,64.0,
1531,3426,1938,SUNLITE,サンライト,,,,f,CORPORATION,t,t,70.0,200.0,,,,685.0,
1532,3427,1939,匠,タクミ,,,,f,CORPORATION,t,f,75.0,200.0,takumigame,430541647571464193,,811.0,
1533,3428,1940,abelia,アベリア,,,,f,CORPORATION,t,t,65.0,200.0,,,,,
1534,4956,1941,クリアキューブ,クリアキューブ,,,http://www.clearcube.jp/,f,CORPORATION,f,t,,200.0,,,,,
1535,3429,1942,ふぐり屋,フグリヤ,,,http://fuguriya.sakura.ne.jp/,f,CIRCLE,f,t,70.0,999.0,fuguriya1,,,2136.0,
1536,3430,1944,cyon,サイオン,,,,f,CORPORATION,t,f,55.0,200.0,,,,1488.0,
1537,3431,1945,X-BANGBANG,エックスバンバン,,,http://bang2.sakura.ne.jp/,f,CIRCLE,f,f,65.0,200.0,,,,2040.0,
1538,3432,1946,しらたま,シラタマ,,,http://www.shiratama-game.com/,f,CORPORATION,f,t,65.0,200.0,willplus_staff,,,179.0,
1539,3433,1948,Nail project,ネイルプロジェクト,,,,f,CIRCLE,t,t,65.0,404.0,,,,,
1540,5403,1949,んみゅ,ンミュ,,,http://ngmyu.com/,f,CIRCLE,f,f,80.0,999.0,tohgarashi_h,,,,
1541,2021,1950,FAIRYTALE X指定,フェアリーテイルエックスシテイ,,,https://fandc.co.jp/,f,CORPORATION,t,f,50.0,200.0,FANDC_FAIRYTALE,,,,
1542,2022,1951,KumaKumaCafe,クマクマカフェ,,,http://kuma2cafe.b.dlsite.net/,f,CIRCLE,f,t,70.0,999.0,,,,,
1543,2023,1952,schoolzone,スクールゾーン,,,http://b.dlsite.net/RG05099/,f,CIRCLE,t,t,62.0,200.0,,,,,
1544,2024,1953,Freakshow,フリークショー,,,http://www.freakshow-soft.com/,f,CORPORATION,f,t,60.0,200.0,,,,1777.0,
1545,2025,1954,スタジオ・トゥインクル,スタジオトゥインクル,,,,f,CORPORATION,t,t,73.0,,,,,,
1546,2026,1955,裏万屋,ウラヨロヅヤ,,,http://www16t.sakura.ne.jp/~yoroduya/,f,CIRCLE,f,t,65.0,200.0,y108,,,,3631.0
1547,405,1956,ポコブラック,ポコブラック,,,,f,CORPORATION,t,t,47.0,200.0,,,,,
1548,4705,1957,GNP software,ジーエヌピーソフトウェア,,,http://www8.plala.or.jp/IDF/,f,CIRCLE,f,t,,200.0,,,,,
1549,406,1958,みなとそふと,ミナトソフト,,,http://www.minatosoft.com/,f,CORPORATION,f,t,80.0,200.0,minatosoft,335951620133249024,,1110.0,
1550,5009,1959,カラメルシキソ(不整脈),カラメルシキソフセイミャク,,,http://www.caramelcolors.net/,f,CIRCLE,f,t,,200.0,zalame_y,,,,
1551,407,1960,ねこのみかん,ネコノミカン,,,http://www.nekonomikan.com/tlh.htm,f,CIRCLE,t,t,54.0,200.0,,,,1583.0,
1552,408,1961,FAIRYTALE ETHIX,フェアリーテールエスィックス,,,https://fandc.co.jp/,f,CORPORATION,t,t,63.0,200.0,FANDC_FAIRYTALE,,,979.0,
1553,2069,1962,mini-mam,ミニマム,,,,f,CORPORATION,t,t,64.0,200.0,,,,1112.0,
1554,409,1963,いちごしとろん,イチゴシトロン,,,http://www.15citron.com/,f,CIRCLE,f,t,75.0,200.0,15citron,,,,
1555,2070,1964,MURAKUMO,ムラクモ,,,,f,CIRCLE,t,t,65.0,200.0,,,,1605.0,
1556,2071,1965,O・G・G,オージージー,,,http://ogg.sblo.jp/,f,CIRCLE,f,t,58.0,200.0,,,,,
1557,2072,1966,新しいフォルダ,アタラシイフォルダ,,,,f,CIRCLE,t,t,50.0,200.0,,,,,
1558,2073,1976,あおいはる工房,アオイハルコウボウ,,,,f,CIRCLE,t,t,47.0,200.0,,,,,
1559,2074,1977,ぱっくりパラダイス,パックリパラダイス,,,http://pakkuriparadise.x.fc2.com/,f,CIRCLE,f,t,73.0,,pakkuriparadise,,,,800.0
1560,2075,1978,美少女ゲームOnlinePartners,ビショウジョゲームオンラインパートナーズ,,,,f,CORPORATION,t,t,75.0,301.0,,,,,
1561,2076,1980,Project Lips,プロジェクトリップス,,,,f,CIRCLE,t,t,78.0,200.0,,,,,
1562,3085,1981,スワン,スワン,,,http://www.swaneye.com/swan/,f,CORPORATION,f,f,55.0,200.0,swan_eye,430541803482144769,,784.0,
1563,3086,1982,脳内彼女,ノウナイカノジョ,,,http://www.noukano.com/,f,CORPORATION,f,t,72.0,200.0,,320157777471348736,,124.0,
1564,3087,1983,EX12,イーエックストゥエルブ,,,http://ex12.jp/index2.htm,f,CORPORATION,f,t,65.0,200.0,,,,,
1565,3088,1984,けもこも屋,ケモコモヤ,,,http://kemokomo.blog20.fc2.com/,f,CIRCLE,f,t,50.0,200.0,kemokomoya,,,,
1566,3252,1985,あまなっとうぱふぇ,アマナットウパフェ,,,http://www.will-game.com/amanatto/top.html,f,CORPORATION,t,t,73.0,200.0,,,,,
1567,3253,1986,LOST RARITIES,ロストレアリティーズ,,,http://lostrarities.jp/,f,CIRCLE,f,f,60.0,200.0,takapiko00,,,,4568.0
1568,3254,1987,スワンマニア,スワンマニア,,,http://www.swaneye.com/swan-m/,f,CORPORATION,f,f,61.0,200.0,swan_eye,430541984302788609,,81.0,
1569,3255,1988,FragiLe,フラジール,,,https://www.softgames-jp.net/?page=fragile,f,CORPORATION,t,t,60.0,200.0,,,,1001.0,
1570,3256,1989,boot UP!,ブートアップ,,,http://www.bootup.jp/,f,CORPORATION,f,f,70.0,200.0,bootUP_twit,373487787934117888,,203.0,
1571,3089,1990,あっぷりけ,アップリケ,,,http://www.applique-soft.com/,f,CORPORATION,f,t,80.0,200.0,noriyuki_s,430542356295589888,,75.0,
1572,3090,1991,C:drive.,シードライブ,,,http://cdrive-soft.com/,f,CORPORATION,f,t,65.0,200.0,cdrive_twit,430542534729678848,,63.0,
1573,3257,1992,C-CUBE,シーキューブ,,,http://b.dlsite.net/RG05863/,f,CIRCLE,t,f,60.0,,,,,1927.0,
1574,3091,1994,しるふ・わーくす,シルフワークス,,,http://sylph.ws/,f,CIRCLE,f,f,73.0,200.0,SylphWorks,430542706025050112,,,
1575,2178,1995,旅人屋,タビトヤ,,,http://plum.sakura.ne.jp/~tabito/,f,CIRCLE,f,t,59.0,200.0,,,,,
1576,5404,1996,コットンソフト,コットンソフト,,,,f,CORPORATION,t,f,76.0,999.0,cotton_software,329007142076026880,,317.0,
1577,5405,1997,WendyBell,ウエンディーベル,,,http://cyberworks.jp/,f,CORPORATION,f,f,69.0,200.0,CyberworksKoho,,,157.0,
1578,5406,1998,ふくねこ,フクネコ,,,,f,CORPORATION,t,t,55.0,404.0,,,,992.0,
1579,5407,2000,触KING会,ショッキングカイ,,,http://www.oneone1.net/,f,CIRCLE,f,f,70.0,999.0,oneone1go,,,,
1580,5408,2002,オレンジピコ,オレンジピコ,,,,f,CORPORATION,t,t,55.0,200.0,,,,,
1581,5409,2003,Studio Sakura,スタジオサクラ,,,http://www.studio-sakura.com/,f,CIRCLE,f,t,55.0,200.0,tw_studiosakura,,,,
1582,5410,2004,MOON GODDESS,ムーンゴッデス,,,http://mgss.jp/,f,CIRCLE,f,t,59.0,200.0,,,,2049.0,
1583,5411,2007,ECCENTRAX,エキセントラックス,,,,f,CIRCLE,t,t,50.0,200.0,,,,,
1584,432,2009,01step,ゼロワンステップ,,,,f,CIRCLE,t,t,70.0,200.0,,,,,
1585,433,2010,Moviendo,モヴィエンド,,,http://www.moviendo-soft.com/,f,CIRCLE,f,f,65.0,200.0,Moviendo_soft,430542887743287296,,1359.0,
1586,434,2012,RAPID FIRE,ラピッドファイア,,,,f,CIRCLE,t,t,50.0,200.0,,,,,
1587,435,2016,ARIEL SOFT,アリエルソフト,,,http://b.dlsite.net/RG05021/,f,CIRCLE,f,t,67.0,200.0,,,,,
1588,436,2017,ねこバナナ,ネコバナナ,,,http://nekobanana.com/,f,CIRCLE,f,t,70.0,200.0,ugoku_tanaka,430559730155520002,,1658.0,
1589,437,2018,SKUNKWORKS nano.,スカンクワークスナノ,,,http://skunk-works.jp/,f,CORPORATION,f,t,35.0,302.0,,,,,
1590,3454,2019,Lillian,リリアン,,,http://www.lillian.jp/,f,CORPORATION,f,t,77.0,200.0,Lillian_chanco,430559945663053824,,,
1591,3455,2020,りぷる,リプル,,,http://libre-soft.jp/,f,CORPORATION,f,t,65.0,999.0,jmsn_libre,430560116115390465,,73.0,
1592,3456,2021,スタジオ神楽,スタジオカグラ,,,,f,CORPORATION,t,t,60.0,200.0,,,,756.0,
1593,3457,2022,コトノハ,コトノハ,,,http://www.web-giga.com/,f,CORPORATION,t,f,60.0,200.0,web_giga,,,662.0,
1594,3458,2023,BLACK PACKAGE XXX,ブラックパッケージトリプルエックス,,,http://www.edge-bp.com/,f,CORPORATION,t,t,60.0,200.0,,,,1017.0,
1595,5412,2024,Sky-High feat.戯画,スカイハイフィーチャリングギガ,,,http://www.web-giga.com/,f,CORPORATION,t,t,65.0,200.0,web_giga,,,746.0,
1596,5413,2025,ensky(天田印刷加工),エンスカイアマダインサツカコウ,,,https://www.ensky.co.jp/,f,CORPORATION,f,t,60.0,200.0,ensky_hobby,,,,
1597,3459,2026,みるくりーむ,ミルクリーム,,,http://milcream.h.fc2.com/,f,CIRCLE,f,t,,200.0,,,,,
1598,5414,2027,ステフ18,ステフジュウハチ,,,https://www.vector.co.jp/vpack/browse/person/an045487.html,f,CIRCLE,t,f,50.0,200.0,,,,,
1599,2216,2028,Tech Arts3D,テックアーツスリーディー,,,http://www.teck.co.jp/3d/,f,CORPORATION,f,t,75.0,200.0,,,,848.0,
1600,5415,2031,童,ワラシ,,,,f,CORPORATION,t,t,68.0,200.0,,,,,
1601,2217,2032,ダークスワン,ダークスワン,,,http://www.swaneye.com/swan-d/,f,CORPORATION,f,f,55.0,200.0,swan_eye,430560301465882624,,821.0,
1602,2218,2033,茶葉☆姫,チャバヒメ,,,http://d-chabahime.blogspot.com/,f,CIRCLE,t,f,50.0,200.0,moeka_asada,,,,
1603,2219,2034,ProjectSAKURA,プロジェクトサクラ,,,http://www.projectsakura.sakura.ne.jp/projectsakura/,f,CIRCLE,f,t,70.0,200.0,,,,1652.0,
1604,2220,2035,みるきぃぱぁる,ミルキィパァル,,,http://b.dlsite.net/RG03047/,f,CIRCLE,f,t,70.0,200.0,,,,,
1605,2221,2036,リボンマジック,リボンマジック,,,,f,CORPORATION,t,f,66.0,200.0,,,,1719.0,
1606,4862,2037,S-NEO,エスネオ,,,,f,CORPORATION,t,t,,999.0,,,,,
1607,2245,2038,こどものこえ,コドモノコエ,,,http://codomo.or.tl/,f,CIRCLE,f,t,60.0,403.0,,,,,
1608,2246,2039,Pure☆Milk,ピュアミルク,,,https://web.archive.org/web/20090206143855/http://pure-project.net/,f,CORPORATION,t,f,60.0,200.0,,,,964.0,
1609,2247,2040,charme,シャルメ,,,http://charme2010.blog137.fc2.com/,f,CIRCLE,f,t,68.0,200.0,,,,,
1610,2248,2042,ぱーせぷとろん,パーセプトロン,,,http://www.asaga.sakura.ne.jp/,f,CIRCLE,f,f,68.0,200.0,asagaaoi1,,,,
1611,2249,2044,YOU!YOU!YOU!,ユーユーユー,,,,f,CIRCLE,t,t,63.0,200.0,,,,,
1612,2250,2045,TYRELL LAB.,タイレルラボ,,,http://www.shall-luck.co.jp/eve/,f,CORPORATION,t,f,70.0,200.0,,,,808.0,
1613,2251,2046,DENZO,デンゾー,,,,f,CORPORATION,t,t,25.0,,,,,,
1614,2274,2047,少女病,ショウジョビョウ,,,,f,CIRCLE,t,t,55.0,200.0,,,,,
1615,3281,2048,kidnap company,キッドナップカンパニー,,,http://b.dlsite.net/RG06808/,f,CIRCLE,f,t,70.0,200.0,k_youma,,,,
1616,2133,2049,鉄拳ねこグルメ,テッケンネコグルメ,,,http://icg.sakura.ne.jp/,f,CIRCLE,f,t,,200.0,,,,,
1617,3282,2051,LIBI,リビ,,,,f,CORPORATION,t,t,58.0,999.0,,,,1215.0,
1618,3283,2052,ぺるぱんOMT,ペルパンオーエムティー,,,http://pelpanomt.b.dlsite.net/,f,CIRCLE,f,t,75.0,200.0,,,,,
1619,3284,2054,talestune,テイルズチューン,,,http://www.talestune.com/,f,CIRCLE,f,f,77.0,200.0,talestune,430560485709070336,,1431.0,
1620,3285,2055,VENOM,ベノム,,,https://venom.jp/,f,CIRCLE,f,f,68.0,200.0,altoseneka,,,,
1621,3286,2056,姫宮夕日,ヒメミヤユウヒ,,,,f,CIRCLE,t,t,75.0,200.0,,,,,
1622,3287,2057,メルティメイト,メルティメイト,,,,f,CORPORATION,t,t,70.0,,,,,,
1623,2275,2058,DualTail(DualMage),デュアルテイルデュアルメイジ,,,http://ninetail.tk/,f,CORPORATION,f,f,80.0,200.0,luna_9tail,359547352983433217,,216.0,
1624,2276,2059,アシナガおじさん,アシナガオジサン,,,http://www.ashinaga.sakura.ne.jp/,f,CIRCLE,f,t,60.0,200.0,,,,,
1625,2277,2062,SKILL UP,スキルアップ,,,http://www.akabeesoft2.com/,f,CIRCLE,t,t,55.0,999.0,AKABEiSOFT2_ab2,,,,
1626,2278,2063,しゃんぐりら,シャングリラ,,,http://www.akabeesoft3.com/top.html,f,CORPORATION,t,t,79.0,200.0,akabeisoft2_ab2,,,320.0,
1627,2279,2065,べにたぬき,ベニタヌキ,,,http://benit.jp/,f,CIRCLE,t,f,81.0,999.0,,,,37.0,
1628,5416,2066,左13度,ヒダリジュウサンド,,,,f,CORPORATION,t,t,51.0,999.0,,,,,
1629,5734,2067,晴嵐,ハルアラシ,,,,f,CIRCLE,t,t,,200.0,,,,,
1630,1325,2069,Reverv.,リバーブ,,,http://b.dlsite.net/RG03540/,f,CIRCLE,t,t,75.0,200.0,,,,,
1631,462,2072,スコット,スコット,,,,f,CORPORATION,t,t,10.0,,,,,,
1632,463,2073,ICE BREAKER,アイスブレイカー,,,,f,CIRCLE,t,t,,,,,,,
1633,4990,2074,ねこだけ,ネコダケ,,,,f,CIRCLE,t,t,,200.0,,,,,
1634,464,2075,フォーサイト,フォーサイト,,,,f,CORPORATION,t,t,47.0,,,,,,
1635,5730,2077,ガイアエンターテイメント,ガイアエンターテイメント,,,,f,CORPORATION,t,t,,,,,,,
1636,465,2078,天然素材,テンネンソザイ,,,http://www.tennen-sozai.com/,f,CIRCLE,f,t,68.0,200.0,,,,,
1637,466,2079,13cc,ジュウサンシーシー,,,http://13cm.jp/13cm_wp/?page_id=100,f,CORPORATION,t,t,65.0,200.0,,,,182.0,
1638,2295,2080,M ni AQUA,エムアクア,,,http://www.mink.co.jp/,f,CORPORATION,t,t,60.0,200.0,mink_official,430560660104044545,,518.0,
1639,2296,2081,もーにんぐ,モーニング,,,http://www.morning-net.com/,f,CORPORATION,f,t,61.0,200.0,,,,1139.0,
1640,2297,2082,らぱぷる,ラパプル,,,,f,CORPORATION,t,t,63.0,200.0,rapapuru,430560829906239490,,148.0,
1641,1679,2084,Squeeze::ALL,スクイーズオール,,,,f,CIRCLE,t,f,65.0,999.0,,,,,
1642,5719,2085,ミッドウェイ・ゲームズ,ミッドウェイゲームズ,,,,f,CORPORATION,f,t,,301.0,,,,,
1643,1680,2086,H℃,エイチドシー,,,,f,CORPORATION,t,f,75.0,999.0,,,,496.0,
1644,2298,2087,High-Spirit,ハイスピリット,,,http://www24.big.or.jp/%7Eaogiri_p/,f,CIRCLE,f,t,50.0,200.0,aogiri_p,,,,
1645,5417,2089,はむはむソフト,ハムハムソフト,,,https://hamham-soft.net/,f,CORPORATION,f,f,70.0,200.0,hamham_soft,325506432797646848,,164.0,
1646,2299,2091,パック・イン・ビデオ,パックインビデオ,,,,f,CORPORATION,t,t,73.0,,,,,,
1647,5423,2092,SweetSage,スィートサージュ,,,http://www.mirai.ne.jp/~ftm2/sweetsage/,f,CIRCLE,f,t,50.0,200.0,kirin020jp,,,,
1648,978,2093,Norn,ノルン,,,http://norn-soft.com/,f,CORPORATION,f,t,60.0,200.0,Miel37319007,,,255.0,
1649,979,2094,ねここや(おにおんている),ネココヤオニオンテイル,,,http://necocoya.mints.ne.jp/,f,CIRCLE,f,t,66.0,200.0,necocoya,,,,688.0
1650,4995,2095,mistwalker,ミストウォーカー,,,http://www.mistwalkercorp.com/jp/,f,CORPORATION,f,t,,999.0,,,,,
1651,980,2097,無限軌道,ムゲンキドウ,,,http://mugenkidou.sakura.ne.jp/,f,CIRCLE,f,t,60.0,200.0,tomose_shunsaku,,,,
