,index,id,uid,pov,game,rank,memo,tourokubi,sage,modified,id.1,gamename,furigana,sellday,brandname,median,stdev,creater,kansouurl,checked,hanbaisuu,average2,median2,count2,comike,shoukai,model,checked2,erogame,galge,elfics,banner_url,admin_checked,max2,min2,gyutto_enc,gyutto_id,dmm,dmm_genre,dmm_genre_2,erogametokuten,total_play_time_median,time_before_understanding_fun_median,dlsite_id,dlsite_domain,the_number_of_uid_which_input_pov,the_number_of_uid_which_input_play,total_pov_enrollment_of_a,total_pov_enrollment_of_b,total_pov_enrollment_of_c,trial_url,trial_h,http_response_code,okazu,axis_of_soft_or_hard,trial_url_update_time,genre,twitter,erogetrailers,tourokubi.1,digiket,dmm_sample_image_count,dlsite_sample_image_count,gyutto_sample_image_count,digiket_sample_image_count,twitter_search,tgfrontier,gamemeter,twitter_data_widget_id,twitter_data_widget_id_before,twitter_data_widget_id_official,masterup,masterup_tourokubi,steam,dlsite_rental,dmm_subsc,surugaya_1,surugaya_2,surugaya_1_back_image,surugaya_2_back_image,count_all,playrack,vndb,moepedia
0,1058,20487,ab,10,2864,B,,2003-07-26 00:18:53.199093+09,f,2012-11-23 21:19:36.68073,2864,アカネマニアックス ～流れ星伝説剛田～,アカネマニアックスナガレボシデンセツゴウダ,2002-05-01,1,70,15.0,,,t,,68,,342,,http://www.age-soft.jp/Product/Akamani/index.htm,PC,,f,,,,,100,10,,,,,,,3.0,2.0,,,54,410,190,54,15,,,200.0,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,145007017,0,f,f,468,24302,v161,0
1,1061,21108,m-galaxy,10,2864,A,,2003-07-29 03:09:08.859201+09,f,2012-11-23 21:19:36.68073,2864,アカネマニアックス ～流れ星伝説剛田～,アカネマニアックスナガレボシデンセツゴウダ,2002-05-01,1,70,15.0,,,t,,68,,342,,http://www.age-soft.jp/Product/Akamani/index.htm,PC,,f,,,,,100,10,,,,,,,3.0,2.0,,,54,410,190,54,15,,,200.0,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,145007017,0,f,f,468,24302,v161,0
2,1256,27064,namob,10,2864,A,,2003-10-04 11:05:15.913972+09,f,2012-11-23 21:19:36.68073,2864,アカネマニアックス ～流れ星伝説剛田～,アカネマニアックスナガレボシデンセツゴウダ,2002-05-01,1,70,15.0,,,t,,68,,342,,http://www.age-soft.jp/Product/Akamani/index.htm,PC,,f,,,,,100,10,,,,,,,3.0,2.0,,,54,410,190,54,15,,,200.0,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,145007017,0,f,f,468,24302,v161,0
3,1069,30206,tenten,10,2864,A,,2003-11-10 08:30:06.295166+09,f,2012-11-23 21:19:36.68073,2864,アカネマニアックス ～流れ星伝説剛田～,アカネマニアックスナガレボシデンセツゴウダ,2002-05-01,1,70,15.0,,,t,,68,,342,,http://www.age-soft.jp/Product/Akamani/index.htm,PC,,f,,,,,100,10,,,,,,,3.0,2.0,,,54,410,190,54,15,,,200.0,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,145007017,0,f,f,468,24302,v161,0
4,1052,46542,tengteng777,10,2864,A,,2004-02-28 21:00:26.397826+09,f,2012-11-23 21:19:36.68073,2864,アカネマニアックス ～流れ星伝説剛田～,アカネマニアックスナガレボシデンセツゴウダ,2002-05-01,1,70,15.0,,,t,,68,,342,,http://www.age-soft.jp/Product/Akamani/index.htm,PC,,f,,,,,100,10,,,,,,,3.0,2.0,,,54,410,190,54,15,,,200.0,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,145007017,0,f,f,468,24302,v161,0
5,1104,59389,Rosepink,10,3454,A,もう腹を抱えて笑いまくり。,2004-05-01 04:06:06.574637+09,f,2012-11-23 21:19:36.68073,3454,CLANNAD,クラナド,2004-04-28,83,90,15.0,,,t,,87,,3080,681794.0,https://key.visualarts.gr.jp/product/clannad/,PC,,f,GS00003905,,,,100,0,,,1041ksla0030,mono,pcgame,,50.0,3.0,,,840,3356,8332,938,275,,,200.0,,,0001-01-01 00:00:00,恋愛アドベンチャー,,2283,,,0,-1,-1,-1,,0,,,,,,,324160.0,f,,145011027,145024015,f,f,3681,17818,v4,0
6,1101,59460,fumiaki3125,10,3454,A,ＯＮＥを超えてます。春原や秋生との掛け合いは最高に笑えますよ。,2004-05-01 23:41:11.697811+09,f,2012-11-23 21:19:36.68073,3454,CLANNAD,クラナド,2004-04-28,83,90,15.0,,,t,,87,,3080,681794.0,https://key.visualarts.gr.jp/product/clannad/,PC,,f,GS00003905,,,,100,0,,,1041ksla0030,mono,pcgame,,50.0,3.0,,,840,3356,8332,938,275,,,200.0,,,0001-01-01 00:00:00,恋愛アドベンチャー,,2283,,,0,-1,-1,-1,,0,,,,,,,324160.0,f,,145011027,145024015,f,f,3681,17818,v4,0
7,1102,59471,weikath,10,3454,B,ｔｏｐ３に入るギャグです。,2004-05-02 01:15:45.907471+09,f,2012-11-23 21:19:36.68073,3454,CLANNAD,クラナド,2004-04-28,83,90,15.0,,,t,,87,,3080,681794.0,https://key.visualarts.gr.jp/product/clannad/,PC,,f,GS00003905,,,,100,0,,,1041ksla0030,mono,pcgame,,50.0,3.0,,,840,3356,8332,938,275,,,200.0,,,0001-01-01 00:00:00,恋愛アドベンチャー,,2283,,,0,-1,-1,-1,,0,,,,,,,324160.0,f,,145011027,145024015,f,f,3681,17818,v4,0
8,1099,59685,Cyca,10,3454,A,すでに笑いの極地にあると思われ。これ以上笑える作品は今のところないかも。,2004-05-03 04:54:03.789675+09,f,2012-11-23 21:19:36.68073,3454,CLANNAD,クラナド,2004-04-28,83,90,15.0,,,t,,87,,3080,681794.0,https://key.visualarts.gr.jp/product/clannad/,PC,,f,GS00003905,,,,100,0,,,1041ksla0030,mono,pcgame,,50.0,3.0,,,840,3356,8332,938,275,,,200.0,,,0001-01-01 00:00:00,恋愛アドベンチャー,,2283,,,0,-1,-1,-1,,0,,,,,,,324160.0,f,,145011027,145024015,f,f,3681,17818,v4,0
9,1098,59779,ysk,10,3454,A,笑いの最高峰です。,2004-05-04 14:41:14.267064+09,f,2012-11-23 21:19:36.68073,3454,CLANNAD,クラナド,2004-04-28,83,90,15.0,,,t,,87,,3080,681794.0,https://key.visualarts.gr.jp/product/clannad/,PC,,f,GS00003905,,,,100,0,,,1041ksla0030,mono,pcgame,,50.0,3.0,,,840,3356,8332,938,275,,,200.0,,,0001-01-01 00:00:00,恋愛アドベンチャー,,2283,,,0,-1,-1,-1,,0,,,,,,,324160.0,f,,145011027,145024015,f,f,3681,17818,v4,0
