,index,id,uid,pov,game,rank,memo,tourokubi,sage,modified,id.1,gamename,furigana,sellday,brandname,median,stdev,creater,kansouurl,checked,hanbaisuu,average2,median2,count2,comike,shoukai,model,checked2,erogame,galge,elfics,banner_url,admin_checked,max2,min2,gyutto_enc,gyutto_id,dmm,dmm_genre,dmm_genre_2,erogametokuten,total_play_time_median,time_before_understanding_fun_median,dlsite_id,dlsite_domain,the_number_of_uid_which_input_pov,the_number_of_uid_which_input_play,total_pov_enrollment_of_a,total_pov_enrollment_of_b,total_pov_enrollment_of_c,trial_url,trial_h,http_response_code,okazu,axis_of_soft_or_hard,trial_url_update_time,genre,twitter,erogetrailers,tourokubi.1,digiket,dmm_sample_image_count,dlsite_sample_image_count,gyutto_sample_image_count,digiket_sample_image_count,twitter_search,tgfrontier,gamemeter,twitter_data_widget_id,twitter_data_widget_id_before,twitter_data_widget_id_official,masterup,masterup_tourokubi,steam,dlsite_rental,dmm_subsc,surugaya_1,surugaya_2,surugaya_1_back_image,surugaya_2_back_image,count_all,playrack,vndb,moepedia
0,267,60621,gouyoku,16,3454,C,親友（？）の妹ながら「おにいちゃん」と呼んでくれるこのゲームでは数少ない常識人。芽衣（・∀・）ｲｲ!!,2004-05-09 00:28:53.977078+09,f,2012-11-23 21:19:36.68073,3454,CLANNAD,クラナド,2004-04-28,83,90,15.0,,,t,,87,,3080,681794.0,https://key.visualarts.gr.jp/product/clannad/,PC,,f,GS00003905,,,,100,0,,,1041ksla0030,mono,pcgame,,50.0,3.0,,,840,3356,8332,938,275,,,200.0,,,0001-01-01 00:00:00,恋愛アドベンチャー,,2283,,,0,-1,-1,-1,,0,,,,,,,324160.0,f,,145011027,145024015,f,f,3681,17818,v4,0
1,245,68722,gaogaogao改め烏賊悪魔,16,3454,A,正直、一番感動したのは春原兄妹ルートだった,2004-07-05 19:07:46.608456+09,f,2012-11-23 21:19:36.68073,3454,CLANNAD,クラナド,2004-04-28,83,90,15.0,,,t,,87,,3080,681794.0,https://key.visualarts.gr.jp/product/clannad/,PC,,f,GS00003905,,,,100,0,,,1041ksla0030,mono,pcgame,,50.0,3.0,,,840,3356,8332,938,275,,,200.0,,,0001-01-01 00:00:00,恋愛アドベンチャー,,2283,,,0,-1,-1,-1,,0,,,,,,,324160.0,f,,145011027,145024015,f,f,3681,17818,v4,0
2,57,78604,ヒロμ,16,3210,C,性格があまり好きくない,2004-08-24 19:00:53.171643+09,f,2012-11-23 21:19:36.68073,3210,夏音 -Overture-,ナツノネオーバーチュアー,2003-12-28,1049,71,14.0,,,t,,70,,74,,,PC,,f,,,,,96,20,,,,,,,3.0,,,,11,76,45,21,5,,,,,,2012-04-18 20:02:14.098791,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,107,6826,v208,0
3,246,86667,kagura,16,3454,C,,2004-10-05 22:12:47.982473+09,f,2012-11-23 21:19:36.68073,3454,CLANNAD,クラナド,2004-04-28,83,90,15.0,,,t,,87,,3080,681794.0,https://key.visualarts.gr.jp/product/clannad/,PC,,f,GS00003905,,,,100,0,,,1041ksla0030,mono,pcgame,,50.0,3.0,,,840,3356,8332,938,275,,,200.0,,,0001-01-01 00:00:00,恋愛アドベンチャー,,2283,,,0,-1,-1,-1,,0,,,,,,,324160.0,f,,145011027,145024015,f,f,3681,17818,v4,0
4,248,122218,snowman,16,3454,B,どら○ちゃんみたいな妹が・・・,2005-04-15 16:24:07.069047+09,f,2012-11-23 21:19:36.68073,3454,CLANNAD,クラナド,2004-04-28,83,90,15.0,,,t,,87,,3080,681794.0,https://key.visualarts.gr.jp/product/clannad/,PC,,f,GS00003905,,,,100,0,,,1041ksla0030,mono,pcgame,,50.0,3.0,,,840,3356,8332,938,275,,,200.0,,,0001-01-01 00:00:00,恋愛アドベンチャー,,2283,,,0,-1,-1,-1,,0,,,,,,,324160.0,f,,145011027,145024015,f,f,3681,17818,v4,0
5,247,122758,純,16,5357,A,12人の妹ですから,2005-04-17 11:45:11.440007+09,f,2012-11-23 21:19:36.68073,5357,シスター・プリンセス,シスタープリンセス,2001-03-08,623,64,19.0,,,t,,61,,109,,,PS,t,f,,,,,100,10,,,,,,,15.0,2.0,,,16,124,47,8,4,,,200.0,,,0001-01-01 00:00:00,アドベンチャー,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,140003119,140003145,f,f,169,0,,0
6,255,124253,twilight,16,5357,A,,2005-04-23 21:22:58.500286+09,f,2012-11-23 21:19:36.68073,5357,シスター・プリンセス,シスタープリンセス,2001-03-08,623,64,19.0,,,t,,61,,109,,,PS,t,f,,,,,100,10,,,,,,,15.0,2.0,,,16,124,47,8,4,,,200.0,,,0001-01-01 00:00:00,アドベンチャー,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,140003119,140003145,f,f,169,0,,0
7,256,124257,twilight,16,5479,A,,2005-04-23 21:27:55.612803+09,f,2012-11-23 21:19:36.68073,5479,シスター・プリンセス ～ピュア・ストーリーズ～,シスタープリンセスピュアストーリーズ,2001-12-13,623,50,17.0,,,t,,54,,21,,,PS,t,f,,,,,90,20,,,,,,,,,,,1,25,1,1,0,,,,,,0001-01-01 00:00:00,アドベンチャー,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,140003551,0,f,f,39,0,v26659,0
8,257,124260,twilight,16,5615,A,,2005-04-23 21:59:59.074752+09,f,2012-11-23 21:19:36.68073,5615,シスター・プリンセス2,シスタープリンセスニ,2003-03-20,623,68,17.0,,,t,,66,,40,,,PS,t,f,,,,,100,15,,,,,,,20.0,1.0,,,5,51,8,2,0,,,,,,0001-01-01 00:00:00,アドベンチャー,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,140004257,140004962,f,f,66,0,v4682,0
9,258,124281,twilight,16,5791,A,,2005-04-23 23:52:43.40362+09,f,2012-11-23 21:19:36.68073,5791,Memories Off ～それから～,メモリーズオフソレカラ,2004-06-24,619,77,13.0,,,t,,76,,129,,http://www.success-corp.co.jp/software/sl2000/memories_off_sorekara/index.html,PS2,t,f,,,,,100,20,,,,,,,36.0,4.0,,,24,149,178,56,8,,,200.0,,,0001-01-01 00:00:00,恋愛アドベンチャー,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,144001946,144005037,f,f,166,0,v1171,0
